"","colour","fill","y","x","density","scaled","count","n","PANEL","group","ymin","ymax","size","linetype","alpha"
"34","#F8766D","#F8766D",4.34413168186716e-20,-3741.68297455969,4.34413168186716e-20,1.39094116095644e-17,4.30069036504849e-18,99,1,1,0,4.34413168186716e-20,0.5,1,0.1
"35","#F8766D","#F8766D",6.62535839212177e-20,-3733.85518590998,6.62535839212177e-20,2.12136380030943e-17,6.55910480820055e-18,99,1,1,0,6.62535839212177e-20,0.5,1,0.1
"36","#F8766D","#F8766D",1.22917384081057e-19,-3726.02739726027,1.22917384081057e-19,3.93567371884887e-17,1.21688210240246e-17,99,1,1,0,1.22917384081057e-19,0.5,1,0.1
"37","#F8766D","#F8766D",1.13330134378622e-19,-3718.19960861057,1.13330134378622e-19,3.62870097474107e-17,1.12196833034836e-17,99,1,1,0,1.13330134378622e-19,0.5,1,0.1
"38","#F8766D","#F8766D",4.08278206770248e-20,-3710.37181996086,4.08278206770248e-20,1.30726001076039e-17,4.04195424702545e-18,99,1,1,0,4.08278206770248e-20,0.5,1,0.1
"39","#F8766D","#F8766D",4.14266051293146e-21,-3702.54403131115,4.14266051293146e-21,1.32643240244242e-18,4.10123390780214e-19,99,1,1,0,4.14266051293146e-21,0.5,1,0.1
"40","#F8766D","#F8766D",2.01034472005432e-20,-3694.71624266145,2.01034472005432e-20,6.43689331634886e-18,1.99024127285378e-18,99,1,1,0,2.01034472005432e-20,0.5,1,0.1
"41","#F8766D","#F8766D",4.12677988407409e-20,-3686.88845401174,4.12677988407409e-20,1.32134760714678e-17,4.08551208523335e-18,99,1,1,0,4.12677988407409e-20,0.5,1,0.1
"42","#F8766D","#F8766D",1.39270429226576e-20,-3679.06066536204,1.39270429226576e-20,4.45927947635449e-18,1.3787772493431e-18,99,1,1,0,1.39270429226576e-20,0.5,1,0.1
"43","#F8766D","#F8766D",2.54665424585459e-20,-3671.23287671233,2.54665424585459e-20,8.15409493241036e-18,2.52118770339605e-18,99,1,1,0,2.54665424585459e-20,0.5,1,0.1
"44","#F8766D","#F8766D",4.00454801431588e-22,-3663.40508806262,4.00454801431588e-22,1.28221036378534e-19,3.96450253417272e-20,99,1,1,0,4.00454801431588e-22,0.5,1,0.1
"45","#F8766D","#F8766D",9.09545211553253e-20,-3655.57729941292,9.09545211553253e-20,2.91225949199699e-17,9.00449759437721e-18,99,1,1,0,9.09545211553253e-20,0.5,1,0.1
"46","#F8766D","#F8766D",9.85357211384665e-20,-3647.74951076321,9.85357211384665e-20,3.15500082394163e-17,9.75503639270818e-18,99,1,1,0,9.85357211384665e-20,0.5,1,0.1
"47","#F8766D","#F8766D",3.90661856878113e-20,-3639.9217221135,3.90661856878113e-20,1.25085447804355e-17,3.86755238309332e-18,99,1,1,0,3.90661856878113e-20,0.5,1,0.1
"48","#F8766D","#F8766D",7.82935810172476e-20,-3632.0939334638,7.82935810172476e-20,2.5068707039921e-17,7.75106452070751e-18,99,1,1,0,7.82935810172476e-20,0.5,1,0.1
"49","#F8766D","#F8766D",6.48935056674636e-20,-3624.26614481409,6.48935056674636e-20,2.0778156538947e-17,6.4244570610789e-18,99,1,1,0,6.48935056674636e-20,0.5,1,0.1
"50","#F8766D","#F8766D",2.15105725482767e-20,-3616.43835616438,2.15105725482767e-20,6.88743872061394e-18,2.12954668227939e-18,99,1,1,0,2.15105725482767e-20,0.5,1,0.1
"51","#F8766D","#F8766D",3.31499462460767e-21,-3608.61056751468,3.31499462460767e-21,1.06142327383002e-18,3.2818446783616e-19,99,1,1,0,3.31499462460767e-21,0.5,1,0.1
"52","#F8766D","#F8766D",0,-3600.78277886497,0,0,0,99,1,1,0,0,0.5,1,0.1
"53","#F8766D","#F8766D",2.20610171046074e-20,-3592.95499021526,2.20610171046074e-20,7.06368475694396e-18,2.18404069335613e-18,99,1,1,0,2.20610171046074e-20,0.5,1,0.1
"54","#F8766D","#F8766D",7.62448710343506e-20,-3585.12720156556,7.62448710343506e-20,2.4412733590965e-17,7.54824223240071e-18,99,1,1,0,7.62448710343506e-20,0.5,1,0.1
"55","#F8766D","#F8766D",7.71541766432871e-20,-3577.29941291585,7.71541766432871e-20,2.47038828221537e-17,7.63826348768542e-18,99,1,1,0,7.71541766432871e-20,0.5,1,0.1
"56","#F8766D","#F8766D",3.40510606092376e-21,-3569.47162426614,3.40510606092376e-21,1.09027592265006e-18,3.37105500031452e-19,99,1,1,0,3.40510606092376e-21,0.5,1,0.1
"57","#F8766D","#F8766D",4.09572086211016e-20,-3561.64383561644,4.09572086211016e-20,1.31140286439209e-17,4.05476365348906e-18,99,1,1,0,4.09572086211016e-20,0.5,1,0.1
"58","#F8766D","#F8766D",2.80222411347278e-21,-3553.81604696673,2.80222411347278e-21,8.97240034855172e-19,2.77420187233805e-19,99,1,1,0,2.80222411347278e-21,0.5,1,0.1
"59","#F8766D","#F8766D",0,-3545.98825831703,0,0,0,99,1,1,0,0,0.5,1,0.1
"60","#F8766D","#F8766D",0,-3538.16046966732,0,0,0,99,1,1,0,0,0.5,1,0.1
"61","#F8766D","#F8766D",0,-3530.33268101761,0,0,0,99,1,1,0,0,0.5,1,0.1
"62","#F8766D","#F8766D",1.7700192712674e-21,-3522.50489236791,1.7700192712674e-21,5.66739878159896e-19,1.75231907855472e-19,99,1,1,0,1.7700192712674e-21,0.5,1,0.1
"63","#F8766D","#F8766D",1.92380951393463e-20,-3514.6771037182,1.92380951393463e-20,6.15981750723803e-18,1.90457141879528e-18,99,1,1,0,1.92380951393463e-20,0.5,1,0.1
"64","#F8766D","#F8766D",1.68053683168741e-20,-3506.84931506849,1.68053683168741e-20,5.38088626883575e-18,1.66373146337053e-18,99,1,1,0,1.68053683168741e-20,0.5,1,0.1
"65","#F8766D","#F8766D",1.01734452891138e-20,-3499.02152641879,1.01734452891138e-20,3.25742054745556e-18,1.00717108362227e-18,99,1,1,0,1.01734452891138e-20,0.5,1,0.1
"66","#F8766D","#F8766D",1.68018573895334e-20,-3491.19373776908,1.68018573895334e-20,5.37976211015253e-18,1.66338388156381e-18,99,1,1,0,1.68018573895334e-20,0.5,1,0.1
"67","#F8766D","#F8766D",0,-3483.36594911937,0,0,0,99,1,1,0,0,0.5,1,0.1
"68","#F8766D","#F8766D",0,-3475.53816046967,0,0,0,99,1,1,0,0,0.5,1,0.1
"69","#F8766D","#F8766D",0,-3467.71037181996,0,0,0,99,1,1,0,0,0.5,1,0.1
"70","#F8766D","#F8766D",3.61143403708516e-20,-3459.88258317025,3.61143403708516e-20,1.15633977515657e-17,3.57531969671431e-18,99,1,1,0,3.61143403708516e-20,0.5,1,0.1
"71","#F8766D","#F8766D",1.17261351312258e-18,-3452.05479452055,1.17261351312258e-18,3.75457403398713e-16,1.16088737799135e-16,99,1,1,0,1.17261351312258e-18,0.5,1,0.1
"72","#F8766D","#F8766D",6.71834128283608e-18,-3444.22700587084,6.71834128283608e-18,2.15113585590782e-15,6.65115787000772e-16,99,1,1,0,6.71834128283608e-18,0.5,1,0.1
"73","#F8766D","#F8766D",3.15814382682372e-17,-3436.39921722114,3.15814382682372e-17,1.01120144660567e-14,3.12656238855548e-15,99,1,1,0,3.15814382682372e-17,0.5,1,0.1
"74","#F8766D","#F8766D",1.40108401883018e-16,-3428.57142857143,1.40108401883018e-16,4.48611040011459e-14,1.38707317864187e-14,99,1,1,0,1.40108401883018e-16,0.5,1,0.1
"75","#F8766D","#F8766D",5.90553293949944e-16,-3420.74363992172,5.90553293949944e-16,1.89088394286502e-13,5.84647761010445e-14,99,1,1,0,5.90553293949944e-16,0.5,1,0.1
"76","#F8766D","#F8766D",2.37431271616519e-15,-3412.91585127202,2.37431271616519e-15,7.60227711255055e-13,2.35056958900354e-13,99,1,1,0,2.37431271616519e-15,0.5,1,0.1
"77","#F8766D","#F8766D",9.11245730710213e-15,-3405.08806262231,9.11245730710213e-15,2.91770435938046e-12,9.0213327340311e-13,99,1,1,0,9.11245730710213e-15,0.5,1,0.1
"78","#F8766D","#F8766D",3.3385297939815e-14,-3397.2602739726,3.3385297939815e-14,1.06895896524305e-11,3.30514449604169e-12,99,1,1,0,3.3385297939815e-14,0.5,1,0.1
"79","#F8766D","#F8766D",1.16735115747115e-13,-3389.4324853229,1.16735115747115e-13,3.7377245744974e-11,1.15567764589644e-11,99,1,1,0,1.16735115747115e-13,0.5,1,0.1
"80","#F8766D","#F8766D",3.89454804684349e-13,-3381.60469667319,3.89454804684349e-13,1.24698963530239e-10,3.85560256637505e-11,99,1,1,0,3.89454804684349e-13,0.5,1,0.1
"81","#F8766D","#F8766D",1.23937001805929e-12,-3373.77690802348,1.23937001805929e-12,3.96832070945196e-10,1.22697631787869e-10,99,1,1,0,1.23937001805929e-12,0.5,1,0.1
"82","#F8766D","#F8766D",3.7610844893108e-12,-3365.94911937378,3.7610844893108e-12,1.20425613428198e-09,3.72347364441769e-10,99,1,1,0,3.7610844893108e-12,0.5,1,0.1
"83","#F8766D","#F8766D",1.08813421572366e-11,-3358.12133072407,1.08813421572366e-11,3.48408100889924e-09,1.07725287356642e-09,99,1,1,0,1.08813421572366e-11,0.5,1,0.1
"84","#F8766D","#F8766D",3.10679968370112e-11,-3350.29354207436,3.10679968370112e-11,9.94761640616047e-09,3.0757316868641e-09,99,1,1,0,3.10679968370112e-11,0.5,1,0.1
"85","#F8766D","#F8766D",9.1492847509193e-11,-3342.46575342466,9.1492847509193e-11,2.92949608468012e-08,9.0577919034101e-09,99,1,1,0,9.1492847509193e-11,0.5,1,0.1
"86","#F8766D","#F8766D",2.58314146134022e-10,-3334.63796477495,2.58314146134022e-10,8.27092281329502e-08,2.55731004672682e-08,99,1,1,0,2.58314146134022e-10,0.5,1,0.1
"87","#F8766D","#F8766D",6.99423753189139e-10,-3326.81017612524,6.99423753189139e-10,2.23947467182501e-07,6.92429515657247e-08,99,1,1,0,6.99423753189139e-10,0.5,1,0.1
"88","#F8766D","#F8766D",1.81692071824517e-09,-3318.98238747554,1.81692071824517e-09,5.81757183777521e-07,1.79875151106272e-07,99,1,1,0,1.81692071824517e-09,0.5,1,0.1
"89","#F8766D","#F8766D",4.53043171452906e-09,-3311.15459882583,4.53043171452906e-09,1.45059229556606e-06,4.48512739738377e-07,99,1,1,0,4.53043171452906e-09,0.5,1,0.1
"90","#F8766D","#F8766D",1.08490616008188e-08,-3303.32681017613,1.08490616008188e-08,3.47374514481679e-06,1.07405709848106e-06,99,1,1,0,1.08490616008188e-08,0.5,1,0.1
"91","#F8766D","#F8766D",2.49674838387622e-08,-3295.49902152642,2.49674838387622e-08,7.99430208384528e-06,2.47178090003745e-06,99,1,1,0,2.49674838387622e-08,0.5,1,0.1
"92","#F8766D","#F8766D",5.52600734755322e-08,-3287.67123287671,5.52600734755322e-08,1.76936419941943e-05,5.47074727407769e-06,99,1,1,0,5.52600734755322e-08,0.5,1,0.1
"93","#F8766D","#F8766D",1.17725586585924e-07,-3279.84344422701,1.17725586585924e-07,3.7694383152244e-05,1.16548330720065e-05,99,1,1,0,1.17725586585924e-07,0.5,1,0.1
"94","#F8766D","#F8766D",2.41638234603086e-07,-3272.0156555773,2.41638234603086e-07,7.73697924428061e-05,2.39221852257055e-05,99,1,1,0,2.41638234603086e-07,0.5,1,0.1
"95","#F8766D","#F8766D",4.78353507782759e-07,-3264.18786692759,4.78353507782759e-07,0.000153163309077444,4.73569972704931e-05,99,1,1,0,4.78353507782759e-07,0.5,1,0.1
"96","#F8766D","#F8766D",9.14338578474605e-07,-3256.36007827789,9.14338578474605e-07,0.000292760730334052,9.05195192689859e-05,99,1,1,0,9.14338578474605e-07,0.5,1,0.1
"97","#F8766D","#F8766D",1.6906278783499e-06,-3248.53228962818,1.6906278783499e-06,0.000541319664335452,0.00016737215995664,99,1,1,0,1.6906278783499e-06,0.5,1,0.1
"98","#F8766D","#F8766D",3.11042227713581e-06,-3240.70450097847,3.11042227713581e-06,0.000995921553502379,0.000307931805436445,99,1,1,0,3.11042227713581e-06,0.5,1,0.1
"99","#F8766D","#F8766D",5.51482355691347e-06,-3232.87671232877,5.51482355691347e-06,0.00176578327787387,0.000545967532134434,99,1,1,0,5.51482355691347e-06,0.5,1,0.1
"100","#F8766D","#F8766D",9.43000142941089e-06,-3225.04892367906,9.43000142941089e-06,0.00301937834683869,0.000933570141511678,99,1,1,0,9.43000142941089e-06,0.5,1,0.1
"101","#F8766D","#F8766D",1.55634245905927e-05,-3217.22113502935,1.55634245905927e-05,0.00498323012602428,0.00154077903446868,99,1,1,0,1.55634245905927e-05,0.5,1,0.1
"102","#F8766D","#F8766D",2.48125947704001e-05,-3209.39334637965,2.48125947704001e-05,0.00794470837989145,0.00245644688226961,99,1,1,0,2.48125947704001e-05,0.5,1,0.1
"103","#F8766D","#F8766D",3.82458027855632e-05,-3201.56555772994,3.82458027855632e-05,0.0122458675804683,0.00378633447577075,99,1,1,0,3.82458027855632e-05,0.5,1,0.1
"104","#F8766D","#F8766D",5.70448937840626e-05,-3193.73776908024,5.70448937840626e-05,0.0182651209947984,0.0056474444846222,99,1,1,0,5.70448937840626e-05,0.5,1,0.1
"105","#F8766D","#F8766D",8.24041407973841e-05,-3185.90998043053,8.24041407973841e-05,0.0263848611557434,0.00815800993894103,99,1,1,0,8.24041407973841e-05,0.5,1,0.1
"106","#F8766D","#F8766D",0.000115386609970543,-3178.08219178082,0.000115386609970543,0.0369454696553469,0.0114232743870837,99,1,1,0,0.000115386609970543,0.5,1,0.1
"107","#F8766D","#F8766D",0.000156749221741119,-3170.25440313112,0.000156749221741119,0.0501893037399592,0.0155181729523708,99,1,1,0,0.000156749221741119,0.5,1,0.1
"108","#F8766D","#F8766D",0.000206758657283108,-3162.42661448141,0.000206758657283108,0.0662017516641095,0.0204691070710277,99,1,1,0,0.000206758657283108,0.5,1,0.1
"109","#F8766D","#F8766D",0.00026503023431566,-3154.5988258317,0.00026503023431566,0.0848596425716853,0.0262379931972504,99,1,1,0,0.00026503023431566,0.5,1,0.1
"110","#F8766D","#F8766D",0.000330428248692615,-3146.771037182,0.000330428248692615,0.105799337015439,0.0327123966205689,99,1,1,0,0.000330428248692615,0.5,1,0.1
"111","#F8766D","#F8766D",0.000401211949513461,-3138.94324853229,0.000401211949513461,0.128463466513977,0.0397199830018326,99,1,1,0,0.000401211949513461,0.5,1,0.1
"112","#F8766D","#F8766D",0.000474309990051788,-3131.11545988258,0.000474309990051788,0.151868621057156,0.046956689015127,99,1,1,0,0.000474309990051788,0.5,1,0.1
"113","#F8766D","#F8766D",0.000546789212321845,-3123.28767123288,0.000546789212321845,0.175075637085317,0.0541321320198626,99,1,1,0,0.000546789212321845,0.5,1,0.1
"114","#F8766D","#F8766D",0.00061605409929591,-3115.45988258317,0.00061605409929591,0.197253459802655,0.0609893558302951,99,1,1,0,0.00061605409929591,0.5,1,0.1
"115","#F8766D","#F8766D",0.00068012007969113,-3107.63209393346,0.00068012007969113,0.217766652236647,0.0673318878894219,99,1,1,0,0.00068012007969113,0.5,1,0.1
"116","#F8766D","#F8766D",0.000737929969924314,-3099.80430528376,0.000737929969924314,0.236276716324103,0.073055067022507,99,1,1,0,0.000737929969924314,0.5,1,0.1
"117","#F8766D","#F8766D",0.000789533686776321,-3091.97651663405,0.000789533686776321,0.25279963484598,0.0781638349908558,99,1,1,0,0.000789533686776321,0.5,1,0.1
"118","#F8766D","#F8766D",0.000836100531007678,-3084.14872798434,0.000836100531007678,0.267709804500276,0.0827739525697601,99,1,1,0,0.000836100531007678,0.5,1,0.1
"119","#F8766D","#F8766D",0.000879766427121304,-3076.32093933464,0.000879766427121304,0.281691123825381,0.0870968762850091,99,1,1,0,0.000879766427121304,0.5,1,0.1
"120","#F8766D","#F8766D",0.000923349158774885,-3068.49315068493,0.000923349158774885,0.295645814843824,0.0914115667187136,99,1,1,0,0.000923349158774885,0.5,1,0.1
"121","#F8766D","#F8766D",0.000969986278074187,-3060.66536203523,0.000969986278074187,0.310578485769203,0.0960286415293445,99,1,1,0,0.000969986278074187,0.5,1,0.1
"122","#F8766D","#F8766D",0.00102275875953601,-3052.83757338552,0.00102275875953601,0.327475629319767,0.101253117194065,99,1,1,0,0.00102275875953601,0.5,1,0.1
"123","#F8766D","#F8766D",0.00108435749367539,-3045.00978473581,0.00108435749367539,0.347198837788543,0.107351391873864,99,1,1,0,0.00108435749367539,0.5,1,0.1
"124","#F8766D","#F8766D",0.00115730049963378,-3037.18199608611,0.00115730049963378,0.370554352036629,0.114572749463744,99,1,1,0,0.00115730049963378,0.5,1,0.1
"125","#F8766D","#F8766D",0.00124300859852606,-3029.3542074364,0.00124300859852606,0.397997102695916,0.12305785125408,99,1,1,0,0.00124300859852606,0.5,1,0.1
"126","#F8766D","#F8766D",0.00134107436394326,-3021.52641878669,0.00134107436394326,0.42939663650122,0.132766362030382,99,1,1,0,0.00134107436394326,0.5,1,0.1
"127","#F8766D","#F8766D",0.0014508371356879,-3013.69863013699,0.0014508371356879,0.46454141763149,0.143632876433102,99,1,1,0,0.0014508371356879,0.5,1,0.1
"128","#F8766D","#F8766D",0.00157093049674233,-3005.87084148728,0.00157093049674233,0.502993935023048,0.155522119177491,99,1,1,0,0.00157093049674233,0.5,1,0.1
"129","#F8766D","#F8766D",0.00169940638856664,-2998.04305283757,0.00169940638856664,0.544130442665054,0.168241232468097,99,1,1,0,0.00169940638856664,0.5,1,0.1
"130","#F8766D","#F8766D",0.00183388016023678,-2990.21526418787,0.00183388016023678,0.587187402670619,0.181554135863441,99,1,1,0,0.00183388016023678,0.5,1,0.1
"131","#F8766D","#F8766D",0.00197168759034013,-2982.38747553816,0.00197168759034013,0.631311761887554,0.195197071443673,99,1,1,0,0.00197168759034013,0.5,1,0.1
"132","#F8766D","#F8766D",0.00211004491389189,-2974.55968688845,0.00211004491389189,0.675612190682381,0.208894446475297,99,1,1,0,0.00211004491389189,0.5,1,0.1
"133","#F8766D","#F8766D",0.00224620316308189,-2966.73189823875,0.00224620316308189,0.719208501078005,0.222374113145108,99,1,1,0,0.00224620316308189,0.5,1,0.1
"134","#F8766D","#F8766D",0.0023775887628561,-2958.90410958904,0.0023775887628561,0.761276663847035,0.235381287522754,99,1,1,0,0.0023775887628561,0.5,1,0.1
"135","#F8766D","#F8766D",0.002501922975959,-2951.07632093933,0.002501922975959,0.80108705344499,0.247690374619941,99,1,1,0,0.002501922975959,0.5,1,0.1
"136","#F8766D","#F8766D",0.00261731303059501,-2943.24853228963,0.00261731303059501,0.838033626042729,0.259113990028906,99,1,1,0,0.00261731303059501,0.5,1,0.1
"137","#F8766D","#F8766D",0.00272216377239687,-2935.42074363992,0.00272216377239687,0.871605631499602,0.26949421346729,99,1,1,0,0.00272216377239687,0.5,1,0.1
"138","#F8766D","#F8766D",0.00281469374062633,-2927.59295499022,0.00281469374062633,0.901232666510896,0.278654680322007,99,1,1,0,0.00281469374062633,0.5,1,0.1
"139","#F8766D","#F8766D",0.00289521716122035,-2919.76516634051,0.00289521716122035,0.92701534261916,0.286626498960814,99,1,1,0,0.00289521716122035,0.5,1,0.1
"140","#F8766D","#F8766D",0.00296354120384224,-2911.9373776908,0.00296354120384224,0.948891917761301,0.293390579180381,99,1,1,0,0.00296354120384224,0.5,1,0.1
"141","#F8766D","#F8766D",0.0030196458017853,-2904.1095890411,0.0030196458017853,0.966855966807896,0.298944934376745,99,1,1,0,0.0030196458017853,0.5,1,0.1
"142","#F8766D","#F8766D",0.00306358671376669,-2896.28180039139,0.00306358671376669,0.980925343060919,0.303295084662902,99,1,1,0,0.00306358671376669,0.5,1,0.1
"143","#F8766D","#F8766D",0.00309543425799256,-2888.45401174168,0.00309543425799256,0.991122561603821,0.306447991541263,99,1,1,0,0.00309543425799256,0.5,1,0.1
"144","#F8766D","#F8766D",0.00311525857052126,-2880.62622309198,0.00311525857052126,0.997470079198405,0.308410598481605,99,1,1,0,0.00311525857052126,0.5,1,0.1
"145","#F8766D","#F8766D",0.00312315991776392,-2872.79843444227,0.00312315991776392,1,0.309192831858628,99,1,1,0,0.00312315991776392,0.5,1,0.1
"146","#F8766D","#F8766D",0.00311933237428354,-2864.97064579256,0.00311933237428354,0.998774464458702,0.308813905054071,99,1,1,0,0.00311933237428354,0.5,1,0.1
"147","#F8766D","#F8766D",0.00310414327853321,-2857.14285714286,0.00310414327853321,0.993911090135811,0.307310184574788,99,1,1,0,0.00310414327853321,0.5,1,0.1
"148","#F8766D","#F8766D",0.00307820965899129,-2849.31506849315,0.00307820965899129,0.985607442476141,0.304742756240138,99,1,1,0,0.00307820965899129,0.5,1,0.1
"149","#F8766D","#F8766D",0.00304245505351841,-2841.48727984344,0.00304245505351841,0.9741592277147,0.301203050298322,99,1,1,0,0.00304245505351841,0.5,1,0.1
"150","#F8766D","#F8766D",0.00299813344743146,-2833.65949119374,0.00299813344743146,0.959967957573566,0.296815211295714,99,1,1,0,0.00299813344743146,0.5,1,0.1
"151","#F8766D","#F8766D",0.00294644273958908,-2825.83170254403,0.00294644273958908,0.943417185533885,0.291697831219319,99,1,1,0,0.00294644273958908,0.5,1,0.1
"152","#F8766D","#F8766D",0.00288980990647023,-2818.00391389432,0.00288980990647023,0.925284001639991,0.286091180740553,99,1,1,0,0.00288980990647023,0.5,1,0.1
"153","#F8766D","#F8766D",0.00283015242169965,-2810.17612524462,0.00283015242169965,0.906182358963527,0.280185089748265,99,1,1,0,0.00283015242169965,0.5,1,0.1
