"","colour","fill","y","x","density","scaled","count","n","PANEL","group","ymin","ymax","size","linetype","alpha"
"38","#F8766D","#F8766D",2.58267928745993e-09,-3710.37181996086,2.58267928745993e-09,1.20810777151892e-06,2.58267928745993e-07,100,1,1,0,2.58267928745993e-09,0.5,1,0.1
"39","#F8766D","#F8766D",4.35711160500917e-09,-3702.54403131115,4.35711160500917e-09,2.0381393915014e-06,4.35711160500917e-07,100,1,1,0,4.35711160500917e-09,0.5,1,0.1
"40","#F8766D","#F8766D",7.21534202921177e-09,-3694.71624266145,7.21534202921177e-09,3.37514255911772e-06,7.21534202921177e-07,100,1,1,0,7.21534202921177e-09,0.5,1,0.1
"41","#F8766D","#F8766D",1.18064786557913e-08,-3686.88845401174,1.18064786557913e-08,5.52275254910258e-06,1.18064786557913e-06,100,1,1,0,1.18064786557913e-08,0.5,1,0.1
"42","#F8766D","#F8766D",1.95446340954668e-08,-3679.06066536204,1.95446340954668e-08,9.14245313263402e-06,1.95446340954667e-06,100,1,1,0,1.95446340954668e-08,0.5,1,0.1
"43","#F8766D","#F8766D",3.178759606804e-08,-3671.23287671233,3.178759606804e-08,1.48693808147866e-05,3.178759606804e-06,100,1,1,0,3.178759606804e-08,0.5,1,0.1
"44","#F8766D","#F8766D",5.08062160761238e-08,-3663.40508806262,5.08062160761238e-08,2.37657787325973e-05,5.08062160761238e-06,100,1,1,0,5.08062160761238e-08,0.5,1,0.1
"45","#F8766D","#F8766D",7.9822927000398e-08,-3655.57729941292,7.9822927000398e-08,3.73390141481376e-05,7.9822927000398e-06,100,1,1,0,7.9822927000398e-08,0.5,1,0.1
"46","#F8766D","#F8766D",1.23319181259062e-07,-3647.74951076321,1.23319181259062e-07,5.76853897345297e-05,1.23319181259062e-05,100,1,1,0,1.23319181259062e-07,0.5,1,0.1
"47","#F8766D","#F8766D",1.87406828218965e-07,-3639.9217221135,1.87406828218965e-07,8.76638639208337e-05,1.87406828218965e-05,100,1,1,0,1.87406828218965e-07,0.5,1,0.1
"48","#F8766D","#F8766D",2.8026658529138e-07,-3632.0939334638,2.8026658529138e-07,0.000131101155854544,2.8026658529138e-05,100,1,1,0,2.8026658529138e-07,0.5,1,0.1
"49","#F8766D","#F8766D",4.12655359825494e-07,-3624.26614481409,4.12655359825494e-07,0.000193029056911833,4.12655359825494e-05,100,1,1,0,4.12655359825494e-07,0.5,1,0.1
"50","#F8766D","#F8766D",6.04963923178213e-07,-3616.43835616438,6.04963923178213e-07,0.000282985820434165,6.04963923178213e-05,100,1,1,0,6.04963923178213e-07,0.5,1,0.1
"51","#F8766D","#F8766D",8.80749444661841e-07,-3608.61056751468,8.80749444661841e-07,0.000411990855397082,8.80749444661841e-05,100,1,1,0,8.80749444661841e-07,0.5,1,0.1
"52","#F8766D","#F8766D",1.2622073758286e-06,-3600.78277886497,1.2622073758286e-06,0.000590426595904115,0.00012622073758286,100,1,1,0,1.2622073758286e-06,0.5,1,0.1
"53","#F8766D","#F8766D",1.78126471168878e-06,-3592.95499021526,1.78126471168878e-06,0.000833227629838655,0.000178126471168878,100,1,1,0,1.78126471168878e-06,0.5,1,0.1
"54","#F8766D","#F8766D",2.47640099230344e-06,-3585.12720156556,2.47640099230344e-06,0.00115839364907803,0.000247640099230344,100,1,1,0,2.47640099230344e-06,0.5,1,0.1
"55","#F8766D","#F8766D",3.39307468335215e-06,-3577.29941291585,3.39307468335215e-06,0.00158718889883281,0.000339307468335215,100,1,1,0,3.39307468335215e-06,0.5,1,0.1
"56","#F8766D","#F8766D",4.58393818898052e-06,-3569.47162426614,4.58393818898052e-06,0.00214424275486263,0.000458393818898052,100,1,1,0,4.58393818898052e-06,0.5,1,0.1
"57","#F8766D","#F8766D",6.1087869238805e-06,-3561.64383561644,6.1087869238805e-06,0.00285752590076777,0.00061087869238805,100,1,1,0,6.1087869238805e-06,0.5,1,0.1
"58","#F8766D","#F8766D",8.0341873029398e-06,-3553.81604696673,8.0341873029398e-06,0.00375817631157225,0.00080341873029398,100,1,1,0,8.0341873029398e-06,0.5,1,0.1
"59","#F8766D","#F8766D",1.0513098393017e-05,-3545.98825831703,1.0513098393017e-05,0.00491774411674565,0.0010513098393017,100,1,1,0,1.0513098393017e-05,0.5,1,0.1
"60","#F8766D","#F8766D",1.35762157445962e-05,-3538.16046966732,1.35762157445962e-05,0.00635058786760751,0.00135762157445962,100,1,1,0,1.35762157445962e-05,0.5,1,0.1
"61","#F8766D","#F8766D",1.72965852587168e-05,-3530.33268101761,1.72965852587168e-05,0.00809087646819157,0.00172965852587168,100,1,1,0,1.72965852587168e-05,0.5,1,0.1
"62","#F8766D","#F8766D",2.17500100214937e-05,-3522.50489236791,2.17500100214937e-05,0.0101740685594082,0.00217500100214937,100,1,1,0,2.17500100214937e-05,0.5,1,0.1
"63","#F8766D","#F8766D",2.70059189822439e-05,-3514.6771037182,2.70059189822439e-05,0.0126326411327467,0.00270059189822439,100,1,1,0,2.70059189822439e-05,0.5,1,0.1
"64","#F8766D","#F8766D",3.3123657275105e-05,-3506.84931506849,3.3123657275105e-05,0.0154943542426982,0.0033123657275105,100,1,1,0,3.3123657275105e-05,0.5,1,0.1
"65","#F8766D","#F8766D",4.01486195773237e-05,-3499.02152641879,4.01486195773237e-05,0.0187804422959635,0.00401486195773237,100,1,1,0,4.01486195773237e-05,0.5,1,0.1
"66","#F8766D","#F8766D",4.81083455031512e-05,-3491.19373776908,4.81083455031512e-05,0.0225037875819399,0.00481083455031512,100,1,1,0,4.81083455031512e-05,0.5,1,0.1
"67","#F8766D","#F8766D",5.70491144952103e-05,-3483.36594911937,5.70491144952103e-05,0.026686038376728,0.00570491144952103,100,1,1,0,5.70491144952103e-05,0.5,1,0.1
"68","#F8766D","#F8766D",6.69929948200894e-05,-3475.53816046967,6.69929948200894e-05,0.0313375176207326,0.00669929948200894,100,1,1,0,6.69929948200894e-05,0.5,1,0.1
"69","#F8766D","#F8766D",7.77724025784842e-05,-3467.71037181996,7.77724025784842e-05,0.0363798340819824,0.00777724025784842,100,1,1,0,7.77724025784842e-05,0.5,1,0.1
"70","#F8766D","#F8766D",8.92881889833656e-05,-3459.88258317025,8.92881889833656e-05,0.0417666086298094,0.00892881889833656,100,1,1,0,8.92881889833656e-05,0.5,1,0.1
"71","#F8766D","#F8766D",0.000101409900893807,-3452.05479452055,0.000101409900893807,0.0474368188003958,0.0101409900893807,100,1,1,0,0.000101409900893807,0.5,1,0.1
"72","#F8766D","#F8766D",0.000113976995782851,-3444.22700587084,0.000113976995782851,0.0533153671259997,0.0113976995782851,100,1,1,0,0.000113976995782851,0.5,1,0.1
"73","#F8766D","#F8766D",0.000126801172973244,-3436.39921722114,0.000126801172973244,0.0593141716242102,0.0126801172973244,100,1,1,0,0.000126801172973244,0.5,1,0.1
"74","#F8766D","#F8766D",0.000139669835129055,-3428.57142857143,0.000139669835129055,0.0653337849904429,0.0139669835129055,100,1,1,0,0.000139669835129055,0.5,1,0.1
"75","#F8766D","#F8766D",0.000152350681683625,-3420.74363992172,0.000152350681683625,0.0712655432797513,0.0152350681683625,100,1,1,0,0.000152350681683625,0.5,1,0.1
"76","#F8766D","#F8766D",0.000164520873049769,-3412.91585127202,0.000164520873049769,0.07695843083327,0.016452087304977,100,1,1,0,0.000164520873049769,0.5,1,0.1
"77","#F8766D","#F8766D",0.00017589393612757,-3405.08806262231,0.00017589393612757,0.0822784432548582,0.017589393612757,100,1,1,0,0.00017589393612757,0.5,1,0.1
"78","#F8766D","#F8766D",0.000186252234704587,-3397.2602739726,0.000186252234704587,0.0871237761892912,0.0186252234704587,100,1,1,0,0.000186252234704587,0.5,1,0.1
"79","#F8766D","#F8766D",0.000195375390734254,-3389.4324853229,0.000195375390734254,0.0913913427252281,0.0195375390734254,100,1,1,0,0.000195375390734254,0.5,1,0.1
"80","#F8766D","#F8766D",0.000203073338199314,-3381.60469667319,0.000203073338199314,0.0949922351017762,0.0203073338199314,100,1,1,0,0.000203073338199314,0.5,1,0.1
"81","#F8766D","#F8766D",0.00020919598155306,-3373.77690802348,0.00020919598155306,0.097856242667026,0.020919598155306,100,1,1,0,0.00020919598155306,0.5,1,0.1
"82","#F8766D","#F8766D",0.000213642350048951,-3365.94911937378,0.000213642350048951,0.0999361340267486,0.0213642350048951,100,1,1,0,0.000213642350048951,0.5,1,0.1
"83","#F8766D","#F8766D",0.000216368907326727,-3358.12133072407,0.000216368907326727,0.101211544044851,0.0216368907326727,100,1,1,0,0.000216368907326727,0.5,1,0.1
"84","#F8766D","#F8766D",0.000217386884126061,-3350.29354207436,0.000217386884126061,0.101687726158702,0.0217386884126061,100,1,1,0,0.000217386884126061,0.5,1,0.1
"85","#F8766D","#F8766D",0.000216605839057769,-3342.46575342466,0.000216605839057769,0.101322374323694,0.0216605839057769,100,1,1,0,0.000216605839057769,0.5,1,0.1
"86","#F8766D","#F8766D",0.000214481480775257,-3334.63796477495,0.000214481480775257,0.100328656767258,0.0214481480775257,100,1,1,0,0.000214481480775257,0.5,1,0.1
"87","#F8766D","#F8766D",0.000211292301291529,-3326.81017612524,0.000211292301291529,0.0988368445481535,0.0211292301291529,100,1,1,0,0.000211292301291529,0.5,1,0.1
"88","#F8766D","#F8766D",0.000207377726409422,-3318.98238747554,0.000207377726409422,0.0970057119099554,0.0207377726409422,100,1,1,0,0.000207377726409422,0.5,1,0.1
"89","#F8766D","#F8766D",0.00020312783700217,-3311.15459882583,0.00020312783700217,0.095017728173095,0.020312783700217,100,1,1,0,0.00020312783700217,0.5,1,0.1
"90","#F8766D","#F8766D",0.000198970707575617,-3303.32681017613,0.000198970707575617,0.0930731350554692,0.0198970707575617,100,1,1,0,0.000198970707575617,0.5,1,0.1
"91","#F8766D","#F8766D",0.00019535781363008,-3295.49902152642,0.00019535781363008,0.0913831206295706,0.019535781363008,100,1,1,0,0.00019535781363008,0.5,1,0.1
"92","#F8766D","#F8766D",0.000192748019374587,-3287.67123287671,0.000192748019374587,0.0901623292067116,0.0192748019374587,100,1,1,0,0.000192748019374587,0.5,1,0.1
"93","#F8766D","#F8766D",0.000191713398449722,-3279.84344422701,0.000191713398449722,0.0896783614194706,0.0191713398449722,100,1,1,0,0.000191713398449722,0.5,1,0.1
"94","#F8766D","#F8766D",0.000192815106840977,-3272.0156555773,0.000192815106840977,0.0901937109155869,0.0192815106840977,100,1,1,0,0.000192815106840977,0.5,1,0.1
"95","#F8766D","#F8766D",0.000196263338221385,-3264.18786692759,0.000196263338221385,0.0918067006309159,0.0196263338221385,100,1,1,0,0.000196263338221385,0.5,1,0.1
"96","#F8766D","#F8766D",0.000202335000897609,-3256.36007827789,0.000202335000897609,0.0946468608090704,0.0202335000897609,100,1,1,0,0.000202335000897609,0.5,1,0.1
"97","#F8766D","#F8766D",0.000211237760046292,-3248.53228962818,0.000211237760046292,0.0988113316234326,0.0211237760046292,100,1,1,0,0.000211237760046292,0.5,1,0.1
"98","#F8766D","#F8766D",0.000223108932322896,-3240.70450097847,0.000223108932322896,0.10436434610496,0.0223108932322896,100,1,1,0,0.000223108932322896,0.5,1,0.1
"99","#F8766D","#F8766D",0.000238018038890239,-3232.87671232877,0.000238018038890239,0.111338424380132,0.0238018038890239,100,1,1,0,0.000238018038890239,0.5,1,0.1
"100","#F8766D","#F8766D",0.000255972778188141,-3225.04892367906,0.000255972778188141,0.119737167571636,0.0255972778188141,100,1,1,0,0.000255972778188141,0.5,1,0.1
"101","#F8766D","#F8766D",0.000276928082074425,-3217.22113502935,0.000276928082074425,0.129539494017076,0.0276928082074425,100,1,1,0,0.000276928082074425,0.5,1,0.1
"102","#F8766D","#F8766D",0.000301125959327223,-3209.39334637965,0.000301125959327223,0.140858608901107,0.0301125959327223,100,1,1,0,0.000301125959327223,0.5,1,0.1
"103","#F8766D","#F8766D",0.00032817558830018,-3201.56555772994,0.00032817558830018,0.153511696389594,0.032817558830018,100,1,1,0,0.00032817558830018,0.5,1,0.1
"104","#F8766D","#F8766D",0.000357864382585019,-3193.73776908024,0.000357864382585019,0.167399314289614,0.0357864382585019,100,1,1,0,0.000357864382585019,0.5,1,0.1
"105","#F8766D","#F8766D",0.000390084671275964,-3185.90998043053,0.000390084671275964,0.182471097053008,0.0390084671275964,100,1,1,0,0.000390084671275964,0.5,1,0.1
"106","#F8766D","#F8766D",0.000424748506093114,-3178.08219178082,0.000424748506093114,0.198685904844507,0.0424748506093114,100,1,1,0,0.000424748506093114,0.5,1,0.1
"107","#F8766D","#F8766D",0.000461792220023908,-3170.25440313112,0.000461792220023908,0.21601395595136,0.0461792220023909,100,1,1,0,0.000461792220023908,0.5,1,0.1
"108","#F8766D","#F8766D",0.000501177383262638,-3162.42661448141,0.000501177383262638,0.23443727394608,0.0501177383262638,100,1,1,0,0.000501177383262638,0.5,1,0.1
"109","#F8766D","#F8766D",0.000542888024259278,-3154.5988258317,0.000542888024259278,0.253948387767973,0.0542888024259278,100,1,1,0,0.000542888024259278,0.5,1,0.1
"110","#F8766D","#F8766D",0.000586980278600149,-3146.771037182,0.000586980278600149,0.274573556131554,0.0586980278600149,100,1,1,0,0.000586980278600149,0.5,1,0.1
"111","#F8766D","#F8766D",0.000633694372417711,-3138.94324853229,0.000633694372417711,0.296425150347871,0.0633694372417711,100,1,1,0,0.000633694372417711,0.5,1,0.1
"112","#F8766D","#F8766D",0.000682712226437115,-3131.11545988258,0.000682712226437115,0.319354381503886,0.0682712226437115,100,1,1,0,0.000682712226437115,0.5,1,0.1
"113","#F8766D","#F8766D",0.000733968577234395,-3123.28767123288,0.000733968577234395,0.343330721128616,0.0733968577234395,100,1,1,0,0.000733968577234395,0.5,1,0.1
"114","#F8766D","#F8766D",0.000787340741209993,-3115.45988258317,0.000787340741209993,0.368296781140317,0.0787340741209993,100,1,1,0,0.000787340741209993,0.5,1,0.1
"115","#F8766D","#F8766D",0.000842635704245589,-3107.63209393346,0.000842635704245589,0.394162274735867,0.0842635704245589,100,1,1,0,0.000842635704245589,0.5,1,0.1
"116","#F8766D","#F8766D",0.000899580768251019,-3099.80430528376,0.000899580768251019,0.420799641097473,0.0899580768251019,100,1,1,0,0.000899580768251019,0.5,1,0.1
"117","#F8766D","#F8766D",0.000957818605481677,-3091.97651663405,0.000957818605481677,0.448041731935631,0.0957818605481677,100,1,1,0,0.000957818605481677,0.5,1,0.1
"118","#F8766D","#F8766D",0.00101690747312013,-3084.14872798434,0.00101690747312013,0.475681911864622,0.101690747312013,100,1,1,0,0.00101690747312013,0.5,1,0.1
"119","#F8766D","#F8766D",0.00107629303275623,-3076.32093933464,0.00107629303275623,0.503460876314726,0.107629303275623,100,1,1,0,0.00107629303275623,0.5,1,0.1
"120","#F8766D","#F8766D",0.00113522292309055,-3068.49315068493,0.00113522292309055,0.53102669094503,0.113522292309055,100,1,1,0,0.00113522292309055,0.5,1,0.1
"121","#F8766D","#F8766D",0.00119304886702298,-3060.66536203523,0.00119304886702298,0.558076109198155,0.119304886702298,100,1,1,0,0.00119304886702298,0.5,1,0.1
"122","#F8766D","#F8766D",0.00124915701153448,-3052.83757338552,0.00124915701153448,0.584321987174168,0.124915701153448,100,1,1,0,0.00124915701153448,0.5,1,0.1
"123","#F8766D","#F8766D",0.00130298122341108,-3045.00978473581,0.00130298122341108,0.609499503011979,0.130298122341108,100,1,1,0,0.00130298122341108,0.5,1,0.1
"124","#F8766D","#F8766D",0.00135403485489187,-3037.18199608611,0.00135403485489187,0.633381016003421,0.135403485489187,100,1,1,0,0.00135403485489187,0.5,1,0.1
"125","#F8766D","#F8766D",0.00140193986896499,-3029.3542074364,0.00140193986896499,0.655789690621855,0.140193986896499,100,1,1,0,0.00140193986896499,0.5,1,0.1
"126","#F8766D","#F8766D",0.00144645167587062,-3021.52641878669,0.00144645167587062,0.676611114368946,0.144645167587062,100,1,1,0,0.00144645167587062,0.5,1,0.1
"127","#F8766D","#F8766D",0.00148747808854768,-3013.69863013699,0.00148747808854768,0.695802164621822,0.148747808854768,100,1,1,0,0.00148747808854768,0.5,1,0.1
"128","#F8766D","#F8766D",0.00152467805933239,-3005.87084148728,0.00152467805933239,0.713203308474056,0.152467805933239,100,1,1,0,0.00152467805933239,0.5,1,0.1
"129","#F8766D","#F8766D",0.00155881561553584,-2998.04305283757,0.00155881561553584,0.729171937312451,0.155881561553584,100,1,1,0,0.00155881561553584,0.5,1,0.1
"130","#F8766D","#F8766D",0.00159040173116561,-2990.21526418787,0.00159040173116561,0.743947071007798,0.159040173116561,100,1,1,0,0.00159040173116561,0.5,1,0.1
"131","#F8766D","#F8766D",0.00161999987380739,-2982.38747553816,0.00161999987380739,0.757792284512113,0.161999987380739,100,1,1,0,0.00161999987380739,0.5,1,0.1
"132","#F8766D","#F8766D",0.00164823731811797,-2974.55968688845,0.00164823731811797,0.771001000005778,0.164823731811797,100,1,1,0,0.00164823731811797,0.5,1,0.1
"133","#F8766D","#F8766D",0.00167576533107173,-2966.73189823875,0.00167576533107173,0.783877862628791,0.167576533107173,100,1,1,0,0.00167576533107173,0.5,1,0.1
"134","#F8766D","#F8766D",0.00170321789419372,-2958.90410958904,0.00170321789419372,0.796719431853747,0.170321789419372,100,1,1,0,0.00170321789419372,0.5,1,0.1
"135","#F8766D","#F8766D",0.00173117080604855,-2951.07632093933,0.00173117080604855,0.809795050732321,0.173117080604855,100,1,1,0,0.00173117080604855,0.5,1,0.1
"136","#F8766D","#F8766D",0.00176015980952342,-2943.24853228963,0.00176015980952342,0.823355325349699,0.176015980952342,100,1,1,0,0.00176015980952342,0.5,1,0.1
"137","#F8766D","#F8766D",0.00179064507246886,-2935.42074363992,0.00179064507246886,0.83761550982557,0.179064507246886,100,1,1,0,0.00179064507246886,0.5,1,0.1
"138","#F8766D","#F8766D",0.00182259147145191,-2927.59295499022,0.00182259147145191,0.85255917436451,0.182259147145191,100,1,1,0,0.00182259147145191,0.5,1,0.1
"139","#F8766D","#F8766D",0.00185588999585844,-2919.76516634051,0.00185588999585844,0.868135326738895,0.185588999585844,100,1,1,0,0.00185588999585844,0.5,1,0.1
"140","#F8766D","#F8766D",0.00189025286865721,-2911.9373776908,0.00189025286865721,0.884209352608645,0.189025286865721,100,1,1,0,0.00189025286865721,0.5,1,0.1
"141","#F8766D","#F8766D",0.00192522482297725,-2904.1095890411,0.00192522482297725,0.900568290400259,0.192522482297725,100,1,1,0,0.00192522482297725,0.5,1,0.1
"142","#F8766D","#F8766D",0.00196020168080511,-2896.28180039139,0.00196020168080511,0.916929521920689,0.196020168080511,100,1,1,0,0.00196020168080511,0.5,1,0.1
"143","#F8766D","#F8766D",0.00199445552086627,-2888.45401174168,0.00199445552086627,0.932952545214051,0.199445552086627,100,1,1,0,0.00199445552086627,0.5,1,0.1
"144","#F8766D","#F8766D",0.00202716564513966,-2880.62622309198,0.00202716564513966,0.948253459862615,0.202716564513966,100,1,1,0,0.00202716564513966,0.5,1,0.1
"145","#F8766D","#F8766D",0.00205710501605187,-2872.79843444227,0.00205710501605187,0.962258290756273,0.205710501605187,100,1,1,0,0.00205710501605187,0.5,1,0.1
"146","#F8766D","#F8766D",0.00208330459481247,-2864.97064579256,0.00208330459481247,0.974513747662938,0.208330459481247,100,1,1,0,0.00208330459481247,0.5,1,0.1
"147","#F8766D","#F8766D",0.0021050928855813,-2857.14285714286,0.0021050928855813,0.984705722924342,0.21050928855813,100,1,1,0,0.0021050928855813,0.5,1,0.1
"148","#F8766D","#F8766D",0.00212177520926361,-2849.31506849315,0.00212177520926361,0.992509264380478,0.212177520926361,100,1,1,0,0.00212177520926361,0.5,1,0.1
"149","#F8766D","#F8766D",0.00213280042550889,-2841.48727984344,0.00213280042550889,0.99766656342774,0.213280042550889,100,1,1,0,0.00213280042550889,0.5,1,0.1
"150","#F8766D","#F8766D",0.00213778882012554,-2833.65949119374,0.00213778882012554,1,0.213778882012554,100,1,1,0,0.00213778882012554,0.5,1,0.1
"151","#F8766D","#F8766D",0.00213655241427149,-2825.83170254403,0.00213655241427149,0.999421642660672,0.213655241427149,100,1,1,0,0.00213655241427149,0.5,1,0.1
"152","#F8766D","#F8766D",0.00212910656037374,-2818.00391389432,0.00212910656037374,0.995938672861387,0.212910656037374,100,1,1,0,0.00212910656037374,0.5,1,0.1
"153","#F8766D","#F8766D",0.00211565144536934,-2810.17612524462,0.00211565144536934,0.989644732656566,0.211565144536934,100,1,1,0,0.00211565144536934,0.5,1,0.1
"154","#F8766D","#F8766D",0.0020959377887256,-2802.34833659491,0.0020959377887256,0.980423215330741,0.20959377887256,100,1,1,0,0.0020959377887256,0.5,1,0.1
